"Country/Region/World","ISO","Sex","Year","Age","Prevalence of diabetes (18+ years)","Prevalence of diabetes (18+ years) lower 95% uncertainty interval","Prevalence of diabetes (18+ years) upper 95% uncertainty interval","Proportion of people with diabetes who were treated (30+ years)","Proportion of people with diabetes who were treated (30+ years) lower 95% uncertainty interval","Proportion of people with diabetes who were treated (30+ years) upper 95% uncertainty interval"
"United States of America","USA","Women","2004","Crude","0.0920616573134975","0.0799404128222177","0.104822688092114","0.624004123715337","0.57586473610767","0.672990531409428"
"United States of America","USA","Women","2005","Crude","0.0942082448926535","0.0818719527043283","0.10714486118777","0.627667593406952","0.579975546919785","0.674771297684408"
"United States of America","USA","Women","2006","Crude","0.0965623467124048","0.0840728083163643","0.10951379820426","0.630815374898759","0.582979436530394","0.677551039252441"
"United States of America","USA","Women","2007","Crude","0.0990357346358745","0.0864590814411792","0.112415518857913","0.633513645965308","0.586355661641196","0.679587525125356"
"United States of America","USA","Women","2008","Crude","0.101454822228588","0.0888864987257247","0.115130293748479","0.636067621399223","0.59010696193943","0.681282197798752"
"United States of America","USA","Women","2009","Crude","0.103636369488912","0.0909038758662893","0.117530027245894","0.638586729360833","0.592600026095936","0.684248035466841"
"United States of America","USA","Women","2010","Crude","0.105534195942671","0.0925198106028159","0.119378331005553","0.641215882468305","0.595658492698408","0.685499141053888"
"United States of America","USA","Women","2011","Crude","0.107266721105766","0.0941978182306545","0.121598389659726","0.644015314687504","0.597432979384695","0.688715114980063"
"United States of America","USA","Women","2012","Crude","0.109069866648441","0.0953664862298503","0.123719622640921","0.646933231397021","0.59978483416651","0.6921779005169"
"United States of America","USA","Women","2013","Crude","0.111222298058442","0.09679883780336","0.126432951171776","0.649780046299436","0.601219341352688","0.696444050616739"
"United States of America","USA","Women","2014","Crude","0.1137357332659","0.0984049117352168","0.129848420498057","0.652453943440286","0.601903917596371","0.700702498843337"
"United States of America","USA","Women","2015","Crude","0.116761673779051","0.100304101902963","0.1340790517751","0.654869166280246","0.601059125306032","0.705881927847125"
"United States of America","USA","Women","2016","Crude","0.120170690647223","0.102253610145523","0.139538512876116","0.657180641035619","0.599010829669063","0.713306400346206"
"United States of America","USA","Women","2017","Crude","0.123901998704476","0.103530190860769","0.145668059473681","0.659293770049239","0.595571037745194","0.720941024804584"
"United States of America","USA","Women","2018","Crude","0.127947417302186","0.104020519204885","0.153404366094226","0.661207334313747","0.589646537633461","0.729516378065188"
"United States of America","USA","Women","2019","Crude","0.132295961400464","0.104238622894093","0.163506735256021","0.662904200997442","0.58283037967197","0.739047256480972"
"United States of America","USA","Women","2020","Crude","0.136881212371765","0.103171071175309","0.175991077734085","0.664475979034064","0.573295155000359","0.750256392156187"
"United States of America","USA","Women","2021","Crude","0.141654396975267","0.101292183615759","0.189786696168085","0.665834955097971","0.562536639163522","0.76139396096557"
"United States of America","USA","Women","2022","Crude","0.146654701654738","0.0990730360926465","0.205305400424264","0.667008209056852","0.550039365535614","0.774282589363132"
