"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
"2008","Men","India","IND","0.2544541312811666","0.23849289174737373","0.27138094601818435","0.022377254087898608","0.019907651618692845","0.025005072646377736","0.17699340257126178","0.16660117937339047","0.18746419902759365","0.4220095431540854","0.4078313587886555","0.43570549854310914","0.12416566690558756","0.11558875542295506","0.13292617733851106","0.018600436214641754","0.01629764466531321","0.02108629948253506","0.002780139189768","0.0022716373359190035","0.003368949007724078","9.966786834888514e-4","7.326350048488677e-4","0.0013116048637998338"
"2009","Men","India","IND","0.24446212858248995","0.22891370541684913","0.26044475541004936","0.02404985601030234","0.02149659416244841","0.02676557909073177","0.17260231001796686","0.16255458939243506","0.1826877914796868","0.4284874124065031","0.41454113938257214","0.44207492781078467","0.13039829098273772","0.12164080459451135","0.13920238712021407","0.019980889199622657","0.01757428079823771","0.022599090918916695","0.002989194379004823","0.0024551605138653635","0.0035950946164347033","0.0010797724316748613","8.029123069885208e-4","0.0014127695057978018"
"2010","Men","India","IND","0.2343314983007055","0.21895030392198112","0.24986566964066748","0.0257543615872963","0.02306585960826299","0.028557732831877125","0.1681430018589301","0.1585709511278263","0.17775734234803892","0.43495244831575414","0.42130929160880803","0.4483817507451815","0.13681868793731403","0.12800905921035033","0.1457331806715388","0.021393651169049187","0.018870286936111185","0.02412606374605432","0.003194840380590424","0.002640828102227993","0.0038333362387747484","0.0011658700376566864","8.746813944564855e-4","0.0015175853627676544"
"2011","Men","India","IND","0.22413379510057185","0.2092363249931851","0.2392229777125559","0.027495951389675182","0.024756849240236033","0.030346802371245225","0.16364013454998141","0.15434959700952083","0.1729773985673203","0.44127514004233315","0.42773640448214933","0.4549419325711125","0.14345497691743836","0.13473582653568456","0.15244660189722845","0.022840233556656365","0.020195117388546614","0.025625419782954233","0.0034013830646499217","0.0028233632888246384","0.004067284443381796","0.0012543347683688928","9.469946807242884e-4","0.0016330988984809595"
"2012","Men","India","IND","0.2138581881018319","0.19923368490622873","0.22844265774840783","0.02930746113397702","0.026500413082376436","0.03221909904095313","0.15910185891520068","0.15031204653103075","0.16796028085133663","0.4473405398658808","0.4342922776408072","0.46068761319336604","0.15039194998310956","0.14178354588746125","0.15925959239628434","0.024349178545191596","0.021658780383359937","0.027166085554278102","0.0036124918699707753","0.003018834807505877","0.004302406852359132","0.0013457907188146549","0.0010243723269203094","0.0017405706518305777"
"2013","Men","India","IND","0.20359344331108747","0.18947252650140087","0.21785465581340457","0.031226100195691244","0.0283317461109665","0.03420084937811083","0.1545662465378899","0.14606712321356996","0.16312860664849663","0.452941439740501","0.43995416044617225","0.46602218019655345","0.1576727682148304","0.14887777435159605","0.16664110910713834","0.025946671747025717","0.023179506747874418","0.02885094967538169","0.0038383754995141243","0.0032248230332618576","0.004554033428875563","0.001441052949151399","0.0011033346431009944","0.0018440769929303524"
"2014","Men","India","IND","0.19358686381713003","0.1797689990794127","0.20741877659339486","0.033249113622213666","0.0302582255832992","0.036410813248507125","0.15016465721915614","0.14183647798438115","0.15838911617266344","0.4577163743265163","0.4450866808254281","0.4706717786854409","0.1652829890149839","0.15650385506142594","0.17426925124186735","0.027631952270884236","0.024783285445987166","0.030649539380225983","0.004078354956394409","0.003441031985260479","0.004823933963209714","0.0015388063949350222","0.0011833007501915378","0.0019598345015930667"
"2015","Men","India","IND","0.1838517625658595","0.17049859332050507","0.19773222470852056","0.03542519064932252","0.03231662861493843","0.038786898405913706","0.1458337002240858","0.1375514066006685","0.1540683398526708","0.46161508701116527","0.4487856366987922","0.4748622568723357","0.17327425754956696","0.1642042668097526","0.18255454235792576","0.029440829215885228","0.02647583053194079","0.03259756953691065","0.0043428395028272835","0.0036812916392683233","0.005127272611096034","0.0016415219306100148","0.001262466796632327","0.0020811665925828744"
"2016","Men","India","IND","0.17439958732177335","0.16073499073812592","0.18872056567494855","0.03774799800865665","0.03436527418482154","0.04134746994877664","0.14157884181578556","0.1332541253405726","0.15002089696173754","0.46471475909736104","0.4516055606385568","0.47835531703323836","0.1815588117564234","0.17200568598091312","0.19150090080507132","0.031364540177572835","0.028186875710651167","0.03485943124351288","0.0046323369396373765","0.003906163382920852","0.005467510765880603","0.0017511208914464422","0.0013358124089210622","0.0022236027139251498"
"2017","Men","India","IND","0.16528555217643015","0.15079110066195295","0.1804029577680576","0.040178232470458444","0.03645424991321516","0.044153463644489827","0.13736935168127343","0.1286393655333706","0.14634892771721025","0.46717435501398813","0.4529378097176725","0.48134408800574663","0.1899925066578499","0.17967365561576243","0.20092977464180214","0.033362415030171955","0.02981688330669476","0.037172387857415605","0.004945875945903947","0.004143087878720269","0.005881371077369596","0.0018699414943825399","0.0014030068872725927","0.0023965732936097202"
"2018","Men","India","IND","0.15646202102204906","0.14057189587622096","0.17249019786110847","0.04265987457522076","0.038421448170508125","0.047057461243115106","0.13316377706377888","0.12389239172594707","0.14276280226652943","0.4692458984860823","0.4536399817926399","0.48438793001710606","0.19846842685286897","0.1869939208129372","0.21064183402692646","0.03538564076976524","0.03131032633660029","0.03974049979442579","0.005275293993513584","0.004340997888629521","0.006382431285413126","0.001998939811941939","0.001468156905729678","0.002606127776772372"
"2019","Men","India","IND","0.14793205496766373","0.1309818380142365","0.16518149620206463","0.04519974845737463","0.04014361903488115","0.05053245925411859","0.1289416274388633","0.11851181640545365","0.13969613034875342","0.4709953405777228","0.4537433465449422","0.48784702352194126","0.2069312265583755","0.19355290027381933","0.22059510521816045","0.037436597388905216","0.03264054491216621","0.042570773639956476","0.005620747548756532","0.004504878021597467","0.006941309367311488","0.0021424035197128797","0.0015280065706527238","0.002883041167391031"
"2020","Men","India","IND","0.13972715246297093","0.12129121246264543","0.15877854774269096","0.04780688275628113","0.041680421767082775","0.054244672298766415","0.12474938854361146","0.11285302757968259","0.1374906853660193","0.47234248450440236","0.45287423282741235","0.49180889297719255","0.2153740897327342","0.19951901566034416","0.23128770265206344","0.039527892621405","0.033693092408413276","0.04575725044819896","0.005978392497999615","0.004650975726592624","0.0076274416858161135","0.0023005976368765113","0.0015717171157865826","0.00320489853767839"
"2021","Men","India","IND","0.13184694130179797","0.11167559622457097","0.152882164339863","0.05050783864221851","0.043039420796736595","0.058521596678540816","0.12060458838761258","0.1070380572513617","0.1351251778784881","0.47321514388304614","0.4503536624391175","0.4960385209300282","0.2238254857853248","0.2052791130713639","0.24277427372635813","0.04167885868883943","0.03464213440644677","0.04933532253667041","0.006354295152601597","0.0047363510460578205","0.008410868679775196","0.0024746848007774834","0.0016024634308049216","0.0036051015249209096"
"2022","Men","India","IND","0.12430070119859508","0.10226339205889841","0.1475085151278901","0.05329859747872729","0.044367850069556056","0.06310808934223344","0.11651997076496055","0.10127897729732747","0.13287440196496333","0.4736490260798299","0.4473058085591063","0.49977402801897497","0.2322317024778872","0.21041041041867015","0.25435619663915593","0.04388616290038401","0.03542379467223933","0.05321754555725937","0.006748439928930299","0.004776827603755849","0.009340503837398198","0.0026639946494129802","0.0015993982404940666","0.004099338154395893"
"2023","Men","India","IND","0.11704300181783857","0.09276555914352773","0.14267069494137888","0.056190783880525175","0.04555808255351246","0.0680370096142754","0.11252061367722088","0.09548913007456308","0.1307612465467877","0.4736975212420274","0.4436747096279525","0.5036430944424277","0.24054807738238793","0.21497660659876103","0.26645220068365466","0.04615638603700803","0.03600262612607431","0.05761727712842529","0.007165282217099348","0.004750208546907548","0.010395478520821354","0.0028691156264178007","0.0015927241132869024","0.004697537256711676"
"2024","Men","India","IND","0.11009495811926522","0.08391270641844083","0.13796321474883494","0.05918442080086094","0.046543947558811395","0.07342055497241544","0.10857948322597481","0.08956013931914253","0.12904503020184505","0.47335469873752295","0.4392947567419462","0.5071498907990054","0.24878643711637607","0.21906051665381415","0.2788398296040384","0.04848815829154546","0.036599947322344936","0.062081930951254034","0.0076043559036031196","0.004705515361200564","0.011598398694611867","0.00309190660571236","0.0015714783657370308","0.005390666972231314"
"1980","Men","Romania","ROU","0.030810534532292655","0.010526767804934598","0.06514934905699762","0.05708999655778846","0.02850047467305819","0.09856460059273528","0.06686870025076048","0.03504876765238833","0.1084428953211037","0.5344168706151767","0.44296340589126115","0.6194263173981671","0.3108138960439817","0.2299822578222949","0.39682982778694237","0.04583873216538211","0.019144110724095654","0.08642872501883908","0.008858088465597522","0.0023247920554011325","0.02182649777189487","0.0023931759268088237","4.639875861238125e-4","0.006986394221785499"
"1981","Men","Romania","ROU","0.030240579975989893","0.011040734786592883","0.06152273504416958","0.05822697750952222","0.030583712161759993","0.09694690887312746","0.06584074365584854","0.03595271883628774","0.1043975290973735","0.5313661882295693","0.44568622482873144","0.610605500975752","0.3143255086290701","0.2385427133601009","0.3951536328257199","0.04696512375800839","0.020992084555147773","0.08492775975179201","0.008865063052877603","0.002617633098457206","0.020864830365502463","0.002396790698636238","5.399979953133117e-4","0.006552256764200969"
"1982","Men","Romania","ROU","0.029690461704372114","0.011647902499576273","0.057701814877540815","0.059443249958610146","0.03299047241269078","0.09568781582489608","0.0648194215451967","0.03696133285489759","0.10000219327283183","0.5282010287789202","0.448601971241645","0.6022445393523462","0.31784583601290084","0.24549781327075618","0.3934945138146193","0.04813635790049338","0.02297427365538707","0.08378870731663018","0.008895204297863906","0.00291880265087501","0.01988111616384113","0.0024116877602528702","6.317609097415181e-4","0.006080667913712416"
"1983","Men","Romania","ROU","0.02916425968596552","0.012277770243505173","0.054579680480222","0.06070245749297023","0.03549643368497538","0.0947787100425665","0.06379708134834705","0.03799590133131006","0.09612229170928584","0.5249788533422154","0.45093082096965076","0.594616991812868","0.3213573461305018","0.2544615103325824","0.39186593290374655","0.04932532312115947","0.02501656207649164","0.08244635089886573","0.008939607931475328","0.003229929948035977","0.018942866674078077","0.0024375264403354423","7.187270647979141e-4","0.0057385500856342135"
"1984","Men","Romania","ROU","0.028665052409736543","0.01286843570427038","0.0521510419988051","0.0619932496490762","0.037780394530276366","0.09325959859258584","0.06279265113194404","0.03876500163303686","0.09208877070354142","0.5217167667708654","0.453156900746399","0.5857061227160458","0.3248322780383778","0.2618831734215479","0.3903755614621598","0.05052244108802677","0.027128917644421824","0.08133458125506056","0.008996697406662821","0.003471550067934229","0.01818164562534143","0.002474111154386611","8.125129662439476e-4","0.0054383268446227765"
"1985","Men","Romania","ROU","0.028193591004067507","0.013431239632989155","0.049570745995687594","0.06330445345033457","0.04001663061538688","0.09267051967066932","0.061798754755188125","0.03966472128605343","0.0883690187942163","0.5183851489655986","0.4547668706905096","0.5782764807599151","0.32831804982481116","0.2698205729352768","0.38897040401742233","0.051718315587755394","0.029176856622095796","0.0805781937996424","0.009064825181090004","0.0037750116018327906","0.0173489183077082","0.002521312681489162","9.105073210444058e-4","0.005241682939450213"
"1986","Men","Romania","ROU","0.027736032739911227","0.013967455055755897","0.047262299060812654","0.06463194456972704","0.04254654611200993","0.09139898150122211","0.06082487799851917","0.04043969058273957","0.0851845559373694","0.515076913143086","0.45585372493919285","0.5709525905141278","0.33173022954875653","0.27684193432941284","0.3877885106389043","0.05291807768345938","0.031372850605825724","0.08004462039313152","0.00913736397279397","0.004089586153492758","0.016741524133925753","0.0025765029134736913","0.0010007800587429594","0.005120890346846049"
"1987","Men","Romania","ROU","0.027305795475149854","0.014447788898173976","0.04519142650502443","0.06599023392715128","0.04471021008903001","0.09089139267562057","0.0598982478677956","0.04110848933473909","0.0821204506697228","0.5118177091637037","0.4572225451784032","0.5637948188893551","0.33498801156619956","0.284316423462071","0.38716722441556706","0.05412660674757507","0.03363184784017713","0.0790264354234424","0.009220722809510425","0.0044154895377133034","0.01628547177974176","0.0026429043700657785","0.0011048159371468017","0.005083712556035326"
"1988","Men","Romania","ROU","0.026900234690781902","0.01480987530046982","0.04337302305921143","0.06738746486984927","0.0472420064984444","0.0905227239643151","0.05904603161869573","0.041677029401927045","0.07911175418934216","0.5086276586580167","0.45769401235199625","0.5570065816743894","0.33803860816265635","0.2903318120312588","0.3869828959123097","0.0553530505802319","0.03582520457779593","0.07824572246378667","0.009315907302426476","0.004723017657585794","0.015854228573384335","0.0027185069871908905","0.0011926820136160083","0.005001354737324548"
"1989","Men","Romania","ROU","0.026514193123032492","0.015257256682461941","0.04159812948186568","0.06885286361625131","0.04954942656240531","0.09061784287565015","0.05826070465090336","0.042072003280111056","0.07692182986351587","0.505507993469753","0.4582336555930388","0.5508849664864994","0.34086424314005986","0.2962644962916964","0.38651355406261606","0.056621396417532166","0.03800286057761646","0.0783557679565583","0.009424779924048107","0.005010396829817867","0.015527481471747288","0.0028066872746710407","0.001292783946146904","0.005063344951095565"
"1990","Men","Romania","ROU","0.02615465930718287","0.015501333685023773","0.040607716168518035","0.07041731599724216","0.05182908164724549","0.09120253135976851","0.05754114125508538","0.042390505437600326","0.07464564405060377","0.5023854261656613","0.4586392021012248","0.5449241762175447","0.3435014552748284","0.30151642585198457","0.38617590266217355","0.05795244127087506","0.04029177147335776","0.07842355300437526","0.009558173286560556","0.005275781532113738","0.015424691386981","0.0029067014398065417","0.0013750531879224031","0.005254159417680867"
"1991","Men","Romania","ROU","0.025822534990352364","0.015823551840677033","0.03937714440241739","0.07214580753072676","0.05417627692287991","0.09196300602968802","0.05687354113369167","0.042744062695114576","0.07254611110083943","0.4991758489539299","0.45844217505866847","0.5388756390200032","0.3459822653912992","0.3066717447932273","0.38532569727429633","0.05939728060188038","0.04242150912052322","0.07889372847658935","0.009725765453524347","0.0055661530862062035","0.015375873359209086","0.003022761475322027","0.001479837903929395","0.0053704469634372"
"1992","Men","Romania","ROU","0.02550597917268083","0.016061111932394262","0.03802834008585266","0.0740795598193298","0.056875098782796465","0.09300299789107819","0.05623002918344427","0.04293525155384806","0.07100422648034566","0.4958614430621832","0.45789993795107653","0.533052330507208","0.3483229867623619","0.3108304075219598","0.3852251883721103","0.06098701048550469","0.044524850287924626","0.07953641733128708","0.009939721279896278","0.005815912383507605","0.015459410671195394","0.003152828053928836","0.0015691140450538388","0.005533568697977312"
"1993","Men","Romania","ROU","0.0252002346536249","0.016219513633372637","0.036821328227856345","0.07631497212460349","0.05974544938191959","0.09458463776472248","0.05560430318890231","0.043267942882061254","0.06945400647390063","0.49233748570732705","0.45696263510634855","0.5272764830976835","0.3505430023255422","0.31564734583158155","0.38528184318951597","0.06279790162810174","0.046981604023190654","0.08056368741054429","0.01021804234158226","0.006091472920953515","0.01556804633633906","0.0032990281549194907","0.0016440976281798436","0.005812280453222266"
"1994","Men","Romania","ROU","0.024905406965177304","0.016356469780392503","0.03587368903105","0.07894633406175043","0.06269619634886624","0.09669817696310373","0.054977490866570264","0.04341306407526627","0.06789572055145995","0.4884726090927057","0.4552498283835884","0.5215835094523852","0.35269815701379625","0.31955318872658783","0.3852294309771609","0.06490651392063107","0.04925283784818606","0.0823091839466066","0.010574677828215619","0.00650191498491561","0.01592881482579611","0.003465142312903745","0.001731567371889414","0.006140199485232462"
"1995","Men","Romania","ROU","0.02459632318450745","0.016377593928871833","0.035145666282106164","0.08203255104456715","0.06592013964419842","0.09974376181621288","0.0543146895824822","0.04341601992241472","0.06643811350829355","0.4841954149155611","0.45220461555871183","0.5159812072459014","0.35486101927288205","0.3230976775926604","0.38630362873994883","0.06735286848329593","0.05198631506453083","0.0844093543146226","0.011024101231573637","0.006949032643906105","0.01646563204787226","0.0036555813296976023","0.0018142322801675617","0.006489043444276035"
"1996","Men","Romania","ROU","0.0242687086029461","0.01626886882274167","0.034419695316972115","0.08564584977789089","0.06962209966362287","0.10342726056699462","0.05359635366845666","0.04315788318512492","0.06507318299554356","0.47936644944872653","0.448518931638743","0.5097760145131359","0.35712263650197984","0.32681433367734214","0.3872716727274508","0.07018721948278613","0.05492167354809471","0.08723466469014707","0.011582688615973107","0.00744173042064398","0.017089133143170416","0.0038759416791316454","0.0019363014721007737","0.006834956152908452"
"1997","Men","Romania","ROU","0.02391290542356912","0.016214244492793465","0.03361548539656534","0.0898835437988422","0.07369392245822595","0.10765990867802668","0.05280517727212002","0.04296494755774722","0.06385491937897018","0.47381785807346","0.44364143079980406","0.5033199340922986","0.35958051343200864","0.32978607269601246","0.3890168601401696","0.07348282091498394","0.05805394537455061","0.09075506846689295","0.01226817733550947","0.007966886633706614","0.017900451993849053","0.004132545548348788","0.0020698858434788905","0.007283751172561556"
"1998","Men","Romania","ROU","0.023522721640877688","0.016053628653770347","0.03286641677506526","0.094870814768229","0.07800220375145508","0.11300639097919599","0.051918672258443134","0.04242783855346413","0.0626499386896665","0.46738419051473135","0.4374812570522689","0.4967576975278947","0.36230359881771873","0.3333874841901846","0.39139788485996874","0.07734095008175311","0.06162147840924144","0.0949245361980267","0.013100575983332087","0.008527996064504774","0.018974323179378274","0.0044292887031438","0.0022047510155941605","0.007754866515300521"
"1999","Men","Romania","ROU","0.02308163652503787","0.015746301646789463","0.03229714358704278","0.10062078056112994","0.0832238437032035","0.11909076675395655","0.05093215679340662","0.04172721374824353","0.061356927633862496","0.4600642426729379","0.4306238169799566","0.488585302726747","0.3653011814474877","0.3368593838842753","0.3941804389358577","0.0817739554055453","0.06567193880220192","0.09957823678624077","0.014080424325280914","0.00922620217832876","0.020238991559648","0.004766400830303724","0.002387644074386065","0.008269794368663765"
"2000","Men","Romania","ROU","0.022585785571859484","0.015476209353201683","0.031395921918484254","0.10712458395340586","0.08922285003066467","0.12615369530023726","0.04980859151078134","0.04092725208219464","0.05997215775718172","0.4518746452813868","0.4228397898742719","0.48092173013505063","0.3686063916825665","0.34034544632723734","0.3974026123549457","0.08677990545742005","0.06999265273500556","0.1052998297977149","0.015200558216780171","0.009930065192650571","0.021713868655319022","0.00514412027920565","0.002568674675934665","0.008845731693051105"
"2001","Men","Romania","ROU","0.022045890096632614","0.01518446871868032","0.030740363973298112","0.114349313856901","0.09569285917246981","0.1343657005164706","0.04855977372392624","0.03978262346065671","0.058347356443894126","0.44277703581230926","0.4135922797772443","0.4725682210138036","0.3722679845102309","0.3438767883241461","0.4009337135491463","0.09235510120678554","0.07498600498656409","0.1113620607812288","0.016436958774613597","0.010817660361439791","0.023419056413358962","0.005557253875501845","0.002818700210906789","0.009558829693231708"
"2002","Men","Romania","ROU","0.021448823993852572","0.014746455488440134","0.029970066481945355","0.12217001437071157","0.1028896149316292","0.14301155216876285","0.0471916125174828","0.03860679035633377","0.05678013758484667","0.432955581867227","0.4034880699989581","0.4626560747253985","0.376233965250726","0.3476672669510637","0.4052964496365013","0.09840373599031786","0.08023857467778074","0.11808555558662316","0.017770106403752425","0.011818660800184117","0.025230278286997268","0.00599617197664128","0.003080654162451534","0.010139451374440748"
"2003","Men","Romania","ROU","0.020813209341368023","0.014342516508111424","0.029059158166903954","0.13056446788961765","0.11086715887963017","0.15187776221940288","0.045730517974981705","0.03737106114014391","0.0550648045054074","0.42245755408349545","0.39369325246395925","0.4523837760449387","0.38043424871053716","0.3514651545050313","0.4099267315012925","0.10489124724968998","0.08613403828445708","0.1251710850272292","0.019210491533976953","0.012881662171399164","0.027108453695863635","0.006462729105950676","0.003347416812339692","0.01091879918342512"
"2004","Men","Romania","ROU","0.02014352998934393","0.013960488500205427","0.028031444340601744","0.139523564748532","0.118970175044168","0.16102103086634728","0.04420260398256141","0.03602901346912795","0.05341758918596731","0.41145998268979267","0.38294825635839413","0.44097863611253435","0.38467031658977","0.35549878277787816","0.4144398862932795","0.11180791999650054","0.0925831144061279","0.13272644745818052","0.020762878139085696","0.014086534096360065","0.029243800157999524","0.0069527666129457774","0.00366002651508857","0.011649643946123021"
"2005","Men","Romania","ROU","0.019451105335637205","0.01350772487088439","0.027004581395115655","0.149014158502052","0.12793240953045215","0.1709393797384588","0.0426446333138272","0.03471046058328655","0.05155787310982603","0.40010644746500934","0.3721283451017651","0.42936571622127545","0.3887836533834742","0.36001176493401443","0.41846373311668933","0.11911269210962497","0.09931308013089896","0.14039599549302542","0.022439282951905063","0.01542838188452434","0.031237876133312234","0.00746218344052195","0.003995752000220675","0.012408622589471476"
"2006","Men","Romania","ROU","0.01874226677511049","0.013007756259533437","0.02600277436280494","0.15905715235389295","0.13780248516631566","0.18100398444497748","0.04107615257977475","0.033400118494527925","0.04961005945351911","0.3884435597474094","0.3612057451814848","0.41699632148945864","0.3926808665438124","0.3648654786314498","0.42163800482246544","0.12680008060975326","0.10684775487379751","0.14784649192257515","0.02426221377567198","0.0169246915190036","0.03329954208258872","0.007994857968467698","0.0043667619367992565","0.013154115421702068"
"2007","Men","Romania","ROU","0.018024455330313487","0.012490308803368454","0.025129525628505445","0.169577934418444","0.148167908963297","0.1917090367098356","0.03954069436629265","0.03214124894052618","0.04782937481647884","0.3766808332106838","0.3502771414567718","0.40453406114939966","0.3961760806742662","0.36883139008404847","0.4243586612391788","0.13480915573363642","0.11467751435283087","0.15597397533905424","0.02622433416561583","0.018530103085158484","0.03563347263625044","0.008544444519191738","0.004769281282713662","0.013862755471987502"
"2008","Men","Romania","ROU","0.017306713149552445","0.011997622605658282","0.024049409214578436","0.18049589758464932","0.15898890945895452","0.20269962056645208","0.03804298549568949","0.03081429028368228","0.04596921330074231","0.364935927344451","0.3391100983085924","0.39147445463147734","0.3992184744256576","0.37255422478258543","0.42660382589177187","0.14307446938608545","0.12301094376040074","0.16412957218947696","0.02831142795646298","0.020256657684717447","0.037836839548492554","0.009110000242100917","0.005144945209669461","0.01448019742594848"
"2009","Men","Romania","ROU","0.016593740472102048","0.01151322973935935","0.02303487587518979","0.19168621871183994","0.1706713493635171","0.2134592737756951","0.03658170608493131","0.029694823960835982","0.044098139392788456","0.3533239205003033","0.3282732895109579","0.37841266450089334","0.4018144122308234","0.37567629881783043","0.4284992627481417","0.15149563277680464","0.13165138711514288","0.17243899365642318","0.03049713559292883","0.022213395816302217","0.0400013674285084","0.009693450342106455","0.005636307206731319","0.015049225853336328"
"2010","Men","Romania","ROU","0.015888916336973036","0.010995506407119044","0.02205722330627307","0.20306023739612272","0.18173269563793867","0.2246086261979636","0.03517444630146257","0.028645579160027208","0.042445083958885146","0.34189695760825634","0.3177996653736286","0.3660539108108823","0.40397944035718525","0.378593049141411","0.42923217092817323","0.15999095393116924","0.140373965499084","0.18055970365162483","0.03277299195249739","0.024484067368386063","0.04221932025224112","0.01029629151245609","0.006171194867418892","0.015701622801032634"
"2011","Men","Romania","ROU","0.015184720507169203","0.010467871296889485","0.02113739284351559","0.2145156136426327","0.19344614344818425","0.23584153679170997","0.03381199389444484","0.027489605220521608","0.04092507255822678","0.3307815992190203","0.3081999560698594","0.35356831648302","0.4057060707367329","0.3810464794198426","0.42969995356591056","0.168461513717209","0.14921477140363335","0.1885856828875153","0.03512603029497587","0.02691906466160427","0.04463477598864652","0.010928069630447866","0.006736803543042433","0.016302452884052316"
"2012","Men","Romania","ROU","0.01448424369529525","0.00991811205068851","0.02008169974945686","0.22598594981897235","0.2048392813918099","0.24668176204956319","0.03248815205345491","0.026381754856559234","0.03941600465505993","0.3200442906342184","0.2987699629334729","0.34192547262167117","0.406997361798059","0.3832614249159665","0.429932188093794","0.17684148326865892","0.1580195590299494","0.19671028782295788","0.03755423023000725","0.029285832382438457","0.047500118156026075","0.0115902363203062","0.0073061004247948905","0.01696816892414001"
"2013","Men","Romania","ROU","0.013788912307643474","0.0094508846132000425","0.019185191097166328","0.2374086582045428","0.21638073962039348","0.2581278087808094","0.031193965584611162","0.025220679508741677","0.03794669217140962","0.30970744955648394","0.2890384699340239","0.3309155581756842","0.40790101234671866","0.3849166710929614","0.4303932672238811","0.1850583841874947","0.16626942706102243","0.20471858858250214","0.04006397091921002","0.03139504629319572","0.050223013915599066","0.012286303097838099","0.007888699968081768","0.017775707080058767"
"2014","Men","Romania","ROU","0.0131002298265454","0.008912284966626651","0.01833297365602797","0.24876844692116612","0.22809957589611166","0.2696856893077381","0.029930133808911647","0.02407808094359073","0.03661156232791701","0.2997620387604692","0.27949555427187645","0.3206649172596723","0.4084391486829076","0.38559562907691936","0.43066999328230454","0.1930979944582486","0.17421894533977714","0.21318248902926126","0.04264642662809746","0.03372667055978263","0.053157254409575444","0.013024025834820086","0.008436833615076694","0.018668846799641845"
"2015","Men","Romania","ROU","0.012416343929662019","0.008324668092878063","0.01756011680402132","0.26011952590571374","0.2392831326755304","0.28154671532345127","0.02868339368960594","0.02285657387125709","0.03538538759038876","0.2901334450301998","0.26978237913009695","0.31052376856868313","0.40864728944481854","0.3855603553366229","0.4313355108819643","0.20098698300237253","0.18154505046077954","0.2216444421933517","0.04532596757702119","0.03593988085927416","0.05621106262467366","0.013806575326320009","0.008992688963082496","0.019648667217257273"
"2016","Men","Romania","ROU","0.011740967057197429","0.007695940044571713","0.016872895681282578","0.2713744348160678","0.2500812067488034","0.2935317471798267","0.0274690122253488","0.021600474317513933","0.0342133634603681","0.28087258860658876","0.2602443797221949","0.3012823622521309","0.4085429952947972","0.3846386930385177","0.43126966557367247","0.20865649434664957","0.18843561129465677","0.2300848513156538","0.048077249764096795","0.038193150009123676","0.05965819864997833","0.01464069070532144","0.009604869018667998","0.0208664848025034"
"2017","Men","Romania","ROU","0.011081602317459572","0.007053309068607786","0.01616347408093032","0.28233582673405677","0.259997226824337","0.30585737245735356","0.026287380279279248","0.020422659008804293","0.03317624297531587","0.27209961683936684","0.250633757172356","0.2933104244711827","0.4081955718298375","0.38371099207325343","0.43220215882696883","0.21596832517039524","0.19463065176325314","0.2385072936899145","0.05085941823551114","0.04007779202536994","0.06325562118933922","0.015508083328150428","0.010089354103101945","0.02218152167099978"
"2018","Men","Romania","ROU","0.010445144817615468","0.006432493506388314","0.015512267267841839","0.29303156599677527","0.2691796963515508","0.31769411542358783","0.025130020702752668","0.019077350778508938","0.03219063516694682","0.2637897922058797","0.24120729571771313","0.2858787315651542","0.4076034742769769","0.3815902624196006","0.4329438382042916","0.2229433046637637","0.20011025475576708","0.24683675609462616","0.05366587687170639","0.04179427332314267","0.06739330561756184","0.0164223844613052","0.010511176045326942","0.023701547184879424"
