"Country","ISO","Sex","Year","Age","Prevalence of hypertension","Prevalence of hypertension lower 95% uncertainty interval","Prevalence of hypertension upper 95% uncertainty interval","Proportion of diagnosed hypertension among all hypertension","Proportion of diagnosed hypertension among all hypertension lower 95% uncertainty interval","Proportion of diagnosed hypertension among all hypertension upper 95% uncertainty interval","Proportion of treated hypertension among all hypertension","Proportion of treated hypertension among all hypertension lower 95% uncertainty interval","Proportion of treated hypertension among all hypertension upper 95% uncertainty interval","Proportion of controlled hypertension among all hypertension","Proportion of controlled hypertension among all hypertension lower 95% uncertainty interval","Proportion of controlled hypertension among all hypertension upper 95% uncertainty interval","Proportion of untreated stage 2 hypertension among all hypertension","Proportion of untreated stage 2 hypertension among all hypertension lower 95% uncertainty interval","Proportion of untreated stage 2 hypertension among all hypertension upper 95% uncertainty interval"
"Germany","DEU","Women","2018","75-79","0.757678069065181","0.635813062702439","0.855129325561124","0.824763773327301","0.695822347187721","0.920887323154521","0.787631301739039","0.634067842683581","0.901707733959031","0.493034395168523","0.272959171959626","0.712262481415335","0.0484560872097726","0.0173585712324124","0.101367181123647"
"Germany","DEU","Women","2019","75-79","0.754951808471807","0.617632356537922","0.861346707889351","0.819944508208141","0.671372170969208","0.925638717893689","0.782006980190679","0.611384667481732","0.906851847642766","0.495314173042154","0.248307525375451","0.737698586146084","0.0484487918822399","0.0155180164930283","0.10746111845622"
"India","IND","Women","1990","75-79","0.598376758316052","0.440053214348446","0.743603759236146","0.201187760257211","0.0709524921687343","0.376195312194493","0.0905781491639421","0.021309120103461","0.215145015391903","0.00715847276881283","0.000313832720057047","0.0300958671894703","0.544469292346218","0.337878886821959","0.741037921844339"
"India","IND","Women","1991","75-79","0.601440446555675","0.457504644880454","0.733095117530312","0.207109831794613","0.0823714701014443","0.368991401833384","0.0965221427490198","0.0266121966218171","0.218022506481174","0.0078005017481365","0.000474509373648887","0.0302349264582514","0.533576195417578","0.341303561506894","0.719929854042703"
"India","IND","Women","1992","75-79","0.604486893508705","0.473498995051747","0.726166190440031","0.213402621236019","0.0927936440621412","0.364587985207576","0.103093903288896","0.0326767638033558","0.218450707508983","0.0085894938225242","0.00068866705362156","0.0311501605885207","0.522570837572113","0.343286347818738","0.698127796370184"
"India","IND","Women","1993","75-79","0.607426355718952","0.487031840096737","0.719395464822945","0.220112221173598","0.103772900718729","0.362894795481382","0.11040891863138","0.0397250737062853","0.219768422632603","0.00956551355994463","0.000985482269184363","0.0320883382205047","0.511446226094859","0.344886994485175","0.676102180182382"
"India","IND","Women","1994","75-79","0.610286768502414","0.500601761547363","0.713315747673594","0.227323670242319","0.115247928841382","0.36280281863472","0.118450030156165","0.0475662007972022","0.223731815242301","0.0107781829206177","0.00146993417676077","0.0334736761095355","0.500197421942499","0.345792769726315","0.658175760006333"
"India","IND","Women","1995","75-79","0.61322305594676","0.513579442083827","0.708595143767074","0.235123680309477","0.128413427651951","0.362741623472873","0.127260529758569","0.0566451388950927","0.226647935105077","0.01226962038338","0.00210012625541133","0.0353569419361761","0.488760836008015","0.345046312276472","0.636739487145415"
"India","IND","Women","1996","75-79","0.61629147937876","0.525694718888114","0.703386739666285","0.243423813134513","0.140824226375121","0.365343969238109","0.136884441031768","0.0667489552280934","0.234840742886003","0.0140533696539643","0.00285807831712464","0.036805410459328","0.477124971341371","0.344538372932364","0.613952129477852"
"India","IND","Women","1997","75-79","0.619437538302879","0.534516773685405","0.700818967933058","0.252385485361277","0.152379224566171","0.367975123148825","0.14740530053393","0.0775987973825394","0.241192227167441","0.0161675842181101","0.00398534389424657","0.039558354946785","0.465235604309672","0.342654324729049","0.592720416567252"
"India","IND","Women","1998","75-79","0.622674098659","0.545563506811176","0.698196697295673","0.261748108518296","0.164618039852997","0.371775485484485","0.1588039367881","0.0889122052345343","0.251140449645671","0.0186186153819159","0.0053045228431757","0.0425261338686219","0.453200561815697","0.340669160535785","0.571105572232815"
"India","IND","Women","1999","75-79","0.625901180441664","0.553918614869839","0.696250325155311","0.271601845355807","0.176924777412256","0.377476737777664","0.170970621579125","0.101614079900282","0.259833267195351","0.0214205296799585","0.0069947770190241","0.0462366990270712","0.44106393298113","0.337269302216561","0.548980607203761"
"India","IND","Women","2000","75-79","0.629098425040659","0.560659762687443","0.696239244960669","0.281981164191606","0.190431675859161","0.382625295646989","0.183964457977288","0.115321319608543","0.270212876599095","0.0246179486255748","0.00916950328900418","0.05003926005989","0.428782645502381","0.33249204950509","0.52728770344744"
"India","IND","Women","2001","75-79","0.63203427534309","0.567835159072124","0.694050028632138","0.292894766199413","0.204750321874723","0.389067698338763","0.197858495720285","0.130202445591196","0.281777141855408","0.0282975858953198","0.0116160516111199","0.0546166355930987","0.416356122726374","0.32619597416287","0.509177778307355"
"India","IND","Women","2002","75-79","0.634641173983394","0.574237742477515","0.693484472111859","0.304294050448885","0.218644407645167","0.397245908438994","0.212652109077622","0.146569386931156","0.293311011083675","0.0325165627765052","0.0146231764637976","0.0590103938079579","0.403805475581313","0.322535300831702","0.488741424601251"
"India","IND","Women","2003","75-79","0.636876552889925","0.579050730441711","0.6923536442373","0.3162379462877","0.23495952745368","0.405714561780349","0.228343266895963","0.163314496174643","0.305618274460743","0.037363451774469","0.0184890011342175","0.0637831660976438","0.391035644080348","0.316126092868896","0.469378719626223"
"India","IND","Women","2004","75-79","0.638616871310321","0.582955913280749","0.691222329704","0.328824521617139","0.249803734775906","0.413681386141","0.244781005368299","0.18084538398584","0.319059874574192","0.042933530677951","0.0230827565581021","0.0703764625868309","0.377990529893138","0.309170796841029","0.449303359120145"
"India","IND","Women","2005","75-79","0.639695015526883","0.585867612554545","0.690493430347564","0.34178970394166","0.266387140787902","0.423168628723471","0.261586768579762","0.198636617352056","0.333517536709982","0.0492131899465028","0.0283562226876796","0.0776824350396848","0.364911687596632","0.301400097451037","0.430771682438848"
"India","IND","Women","2006","75-79","0.640213820478132","0.589677042218344","0.688623278082859","0.354994600484049","0.283199845810995","0.432148364095131","0.278409469810681","0.216479281615912","0.348590316755728","0.0561946119042266","0.0341223673609174","0.0854853440785418","0.351925172510697","0.293417903366923","0.414151519370903"
"India","IND","Women","2007","75-79","0.640297046931069","0.59132720384311","0.687148388540162","0.368605320365114","0.299049506868052","0.444276962245643","0.295203134038715","0.233534246126194","0.363585858475882","0.0638896746632155","0.0402034643065893","0.093241180928814","0.339083496592244","0.283858974567095","0.39761222091886"
"India","IND","Women","2008","75-79","0.640292619581429","0.592246838075377","0.686017868586383","0.382604563921344","0.313652515766433","0.45668434579412","0.311790977732696","0.249865891538572","0.379470306482876","0.0721933788942232","0.0468252703807765","0.102924058871078","0.326523442372165","0.274659547434905","0.382856118513989"
"India","IND","Women","2009","75-79","0.640303561832918","0.592956499707607","0.686146257436288","0.3968535541153","0.327533011295856","0.469825917155793","0.328141632067299","0.26642548928447","0.396453089022741","0.0810701614330211","0.0534497355719372","0.11441885719841","0.314300943215254","0.263765512001306","0.369503536794169"
"India","IND","Women","2010","75-79","0.640092900505844","0.591724648783056","0.686861578040818","0.411325812983162","0.340128600762541","0.484372470991613","0.344349769916659","0.280857107873406","0.412971920444832","0.0906382865032961","0.0609091459549816","0.127488519047925","0.302434709729668","0.252685009092627","0.357343405326486"
"India","IND","Women","2011","75-79","0.639541370268385","0.590240282747886","0.688036243489467","0.425883008086906","0.352625452217457","0.50052381077385","0.360355250114628","0.294415003001046","0.431052249672647","0.100936187697471","0.067517749813676","0.141594578085458","0.291050567579277","0.241257282159824","0.346751484881382"
"India","IND","Women","2012","75-79","0.638701805871281","0.58764001884144","0.688258807528763","0.440679113794251","0.363358463260639","0.519677241766635","0.376160851064802","0.305022323266661","0.45003670439132","0.112077621341791","0.0749100278885137","0.158311565290499","0.280144573945106","0.229196672462789","0.337547269336611"
"India","IND","Women","2013","75-79","0.637661419474539","0.583746095450924","0.690183939653093","0.455928887426087","0.374307725930977","0.540080522702927","0.391854047251879","0.315071050734346","0.471894766528478","0.124175842038428","0.0822681555766103","0.175857795363722","0.269796562918248","0.216747786947409","0.329237627829223"
"India","IND","Women","2014","75-79","0.636450104998311","0.577593571318185","0.692786095626064","0.47148236924189","0.382104375602574","0.562530000721257","0.407507410201842","0.323388134761048","0.496670238364201","0.137410047065535","0.0893943393813929","0.197505042265675","0.259904663236509","0.203242333100506","0.321409369512844"
"India","IND","Women","2015","75-79","0.635122077249358","0.569963781901457","0.69605435982723","0.487204264205742","0.389198115831695","0.586017180848672","0.423281121834162","0.329394095519563","0.521958611745638","0.151852321404817","0.0948510493772686","0.223239408646755","0.250373361758438","0.189008616883359","0.316368649471699"
"India","IND","Women","2016","75-79","0.63373643197788","0.561054832566372","0.701042010801697","0.502988896246808","0.39592652870725","0.611062174371815","0.439233084690075","0.332999013099331","0.549340578709304","0.16740290936832","0.0990083947481851","0.253316863319643","0.241108587708516","0.174983059399509","0.313191484744122"
"India","IND","Women","2017","75-79","0.632434712425912","0.551067729088707","0.708250222676052","0.518114573621549","0.399542380702963","0.638391618512745","0.454629250663695","0.335777280153371","0.575789181533255","0.183549294990892","0.102161805382812","0.287171431544202","0.232248894834936","0.162018586248323","0.3112962818281"
"India","IND","Women","2018","75-79","0.631046614009991","0.540660666313141","0.716048395778521","0.533043294156775","0.402383146237559","0.666986828675216","0.470090628074646","0.336352848905615","0.604724633702443","0.201018377220397","0.104788406189359","0.325249796524611","0.223780188108923","0.147630390057206","0.310509483186444"
"India","IND","Women","2019","75-79","0.629520220228153","0.527194714871454","0.724058361554799","0.547732216526435","0.401730648905849","0.695764368033931","0.485471998921984","0.337148944313716","0.635608216845555","0.219599496657461","0.105436042236218","0.367667056637979","0.215602892621363","0.133658342271262","0.311346552725174"
"Romania","ROU","Women","1990","75-79","0.863481111451378","0.70292677112186","0.962691234854247","0.648531270080811","0.354803841756748","0.887882540704233","0.471451974924416","0.158475539525191","0.812411477404015","0.062365544950801","0.00209052662990514","0.252806573691489","0.326516199807778","0.10417457337894","0.611606893998207"
"Romania","ROU","Women","1991","75-79","0.861559023652287","0.706667293975487","0.958492370203743","0.654893579459941","0.377046710057224","0.88288668476","0.480278604910224","0.179556429712919","0.806027166106169","0.0631117249596645","0.00281536482919707","0.244297988334044","0.316159667894044","0.106777834410919","0.58695481882371"
"Romania","ROU","Women","1992","75-79","0.859440099091206","0.713402139757643","0.95401933167346","0.661174503902114","0.397259710881877","0.878699494256676","0.489313496376868","0.198058125125314","0.798102598822238","0.064309473088969","0.00380012733875691","0.235469119259801","0.305882479915084","0.108125888567796","0.562399688201914"
"Romania","ROU","Women","1993","75-79","0.857119354723414","0.717614884890726","0.949463103491199","0.667445173081561","0.416184591886994","0.876594492992841","0.498723114435603","0.215921657386192","0.792983119976846","0.065971313931214","0.0048376952818305","0.229055638326409","0.295625235494824","0.108917592358052","0.535102172860876"
"Romania","ROU","Women","1994","75-79","0.854679552226493","0.721287558560417","0.944759045264179","0.673632555307475","0.43410644292312","0.873352322321635","0.508456155352116","0.231704159194558","0.789735367834221","0.0682087884669386","0.00605903296353656","0.225731492828107","0.285514039986158","0.10951646761937","0.509206489517832"
"Romania","ROU","Women","1995","75-79","0.852135515161382","0.72345288983026","0.940574144420134","0.679870763119499","0.45029479185546","0.869921419912127","0.518501498376148","0.251438718161079","0.788832018860714","0.0710706982407533","0.00761863444513028","0.220107173834994","0.275554827787922","0.110454433246945","0.487723295414938"
"Romania","ROU","Women","1996","75-79","0.84958793556058","0.726669908012688","0.936512673673451","0.685879220738923","0.468869940082907","0.869274032632929","0.52869307272002","0.268316700632748","0.78767129030229","0.0743072607131419","0.00949519457077052","0.217483036201466","0.265749881133982","0.110674633074512","0.464051548407997"
"Romania","ROU","Women","1997","75-79","0.847134580093765","0.728368480996543","0.931819288445111","0.691560964429405","0.483937180593009","0.867929687665297","0.538996029265361","0.285096861859229","0.78277158448211","0.0778557133725052","0.0117786430521407","0.217223365367317","0.255999747557191","0.110571757515218","0.442934868136004"
"Romania","ROU","Women","1998","75-79","0.844882481626176","0.730704074395314","0.927589486319831","0.696823119126965","0.497292342288418","0.866173146065275","0.549193860692067","0.305724024814976","0.782572396180597","0.0816355171892909","0.0142650991311365","0.219856612397733","0.246551439336866","0.110877037103748","0.420468317260333"
"Romania","ROU","Women","1999","75-79","0.842924621977336","0.733426954132313","0.92381917006309","0.701686278828151","0.507521908249402","0.8632710660623","0.55912356709827","0.322522052911716","0.779945164422887","0.0855537616166721","0.0168843026352737","0.222148753575278","0.237360329957722","0.109720894829667","0.401840874955679"
"Romania","ROU","Women","2000","75-79","0.841345604775329","0.736225224986393","0.921086769264605","0.706378884468713","0.517461683941308","0.862779080044585","0.569168779234729","0.341228243132311","0.779161561698666","0.0897696554338138","0.0195660611694366","0.224642225573373","0.228386663848648","0.109241972961609","0.383263491480821"
"Romania","ROU","Women","2001","75-79","0.84011309361442","0.739205223238995","0.917448453202607","0.711152723123199","0.524932825514961","0.861805102619997","0.579382642248586","0.362078137204236","0.779661973764276","0.094529955984757","0.0227913626186681","0.224775846034568","0.219610137212308","0.107391653178952","0.364679314448977"
"Romania","ROU","Women","2002","75-79","0.839304325776355","0.741531746929289","0.914810599091372","0.715793665841208","0.533774270887334","0.860607874163074","0.589809416598963","0.379691879258929","0.780065520104433","0.0998831109949336","0.0268204295547454","0.227759690777496","0.21101354432364","0.106099807180198","0.346198666117414"
"Romania","ROU","Women","2003","75-79","0.838927727661352","0.744614168558024","0.912548955216686","0.720424915809006","0.545113199417054","0.861085781777525","0.600215154276279","0.399138059481844","0.779415611471568","0.105804170249721","0.0306455357493691","0.232287824628632","0.202485166315897","0.105046217248807","0.330337886262922"
"Romania","ROU","Women","2004","75-79","0.838959104915907","0.747710270544345","0.909823724707487","0.724935187869901","0.557177834781317","0.858577886974326","0.610395441958228","0.418922535356531","0.781946638903497","0.112279376405471","0.0355188350173092","0.237872584313315","0.194044923074508","0.103018708455149","0.314998804331048"
"Romania","ROU","Women","2005","75-79","0.839325144400461","0.752208711915223","0.907371141282352","0.7291905665531","0.56711606040098","0.859360540453022","0.620226548046659","0.439644523036446","0.784863945364153","0.119224220605452","0.0413922317421662","0.241619779128631","0.185675694361064","0.100758860715894","0.298565311759144"
"Romania","ROU","Women","2006","75-79","0.839918139647131","0.756123202890729","0.906484515162582","0.733236859522064","0.575405318470657","0.85820386318738","0.629322047063652","0.454829990689392","0.786558509440951","0.126422502719068","0.0469369098868172","0.247516619561398","0.177655653870342","0.0980445660409766","0.28088048175572"
"Romania","ROU","Women","2007","75-79","0.840607055289817","0.759369479602483","0.90549697125158","0.737266629348477","0.588850159756683","0.857545732467212","0.637563216847232","0.470450822997056","0.786338144209102","0.133723554866416","0.0533760317457756","0.25156534377321","0.170072879817836","0.0951913831486075","0.265542240458513"
"Romania","ROU","Women","2008","75-79","0.841317695752874","0.762988507869656","0.903923943485698","0.741444274009832","0.600820042952573","0.856697306899753","0.644895200321384","0.485273831314502","0.786077350958621","0.141018573207908","0.0599951274657519","0.257012703257261","0.162974730569627","0.0932574169844926","0.252216082342075"
"Romania","ROU","Women","2009","75-79","0.841942805055207","0.767349736734886","0.901708478852317","0.745853692991346","0.613034150028723","0.856784080180843","0.651226830145639","0.500098147930446","0.787209081135243","0.14843074779479","0.0668280318977469","0.262565403970281","0.156288776555421","0.0904652910480822","0.240949897419952"
"Romania","ROU","Women","2010","75-79","0.842382985454084","0.770769137130864","0.899727472415248","0.750700379100045","0.625437957450152","0.857564667952121","0.656953868870833","0.511906122932757","0.788103014926881","0.156250809866062","0.0752246132020199","0.268041684821","0.149998281924709","0.0876997343154463","0.229822396682535"
"Romania","ROU","Women","2011","75-79","0.842630678498244","0.772870245763886","0.897987916056194","0.755725683805596","0.633634344995945","0.857537971091528","0.662177551845871","0.522944809166518","0.789859415216279","0.164512355606089","0.0835438605868623","0.27348650539966","0.144031396994306","0.0850144165198847","0.21960190014623"
"Romania","ROU","Women","2012","75-79","0.842693757027251","0.775521524956369","0.897002148836975","0.760862728213702","0.641356331381139","0.858581458070285","0.666833920462717","0.527604273532804","0.791386976240043","0.173185984605283","0.0899460369117487","0.282585272810568","0.138415692107822","0.0815282320584113","0.210442863795811"
"Romania","ROU","Women","2013","75-79","0.842606192015022","0.774957395607028","0.897323852872812","0.765891044164693","0.648184812485167","0.860628797546478","0.670802287982904","0.534266443232123","0.794082985266809","0.182023631197568","0.095620286954952","0.295248000281777","0.133169056441404","0.077346710391015","0.203867610898741"
"Romania","ROU","Women","2014","75-79","0.842449344640567","0.774167333960377","0.897293669148263","0.770680249032047","0.652531298426284","0.865454920059087","0.67397325727445","0.53717666853305","0.797380065065635","0.190802758274704","0.100604733705448","0.3093221830405","0.12825510104218","0.0726641535179976","0.200546636507217"
"Romania","ROU","Women","2015","75-79","0.842206689286363","0.771040585332346","0.899281684353305","0.775249081041573","0.651837213400006","0.872437645493135","0.676476747182981","0.534519457398401","0.802744221401424","0.199490014715453","0.102200705515403","0.326470915430949","0.123655227266279","0.0677771214407488","0.197097652121211"
"Romania","ROU","Women","2016","75-79","0.841901985548952","0.767165265990258","0.901536317642593","0.779416040238751","0.650466224596637","0.880754520420191","0.678514166835278","0.526433445578799","0.810198576247942","0.208086546322147","0.101708060493234","0.347655027032487","0.119363464747391","0.0622070572484605","0.194581183153887"
"Romania","ROU","Women","2017","75-79","0.841507090999034","0.760137195758462","0.905109304320678","0.782850859756114","0.644790261664464","0.888906849903676","0.679705145598396","0.519238460223012","0.817142228611801","0.216430359758587","0.100111557952871","0.37065369906591","0.11546183795641","0.0564122948269445","0.195299250310945"
"Romania","ROU","Women","2018","75-79","0.840943779526449","0.750465075746109","0.909815541904859","0.785863244623986","0.635826061691802","0.897638762464046","0.680715439928623","0.50812303861353","0.828985384808722","0.225531622649243","0.0967555332407748","0.401526653188515","0.111886137053259","0.0510222945786239","0.198812252282627"
"Romania","ROU","Women","2019","75-79","0.840198771148678","0.740783868363179","0.915598163275268","0.788438660234588","0.624309135115268","0.908396861176877","0.681427594199111","0.488363782976942","0.842399981868123","0.235204522362257","0.0904689170331439","0.437411983149883","0.108586217401587","0.0446911159975557","0.203448287943082"
"United Kingdom","GBR","Women","1990","75-79","0.822810866889273","0.772133129681116","0.868112794203428","0.392057209459761","0.283875167476913","0.504753664041076","0.327257064981761","0.236225509231511","0.42698586907958","0.0398715420134683","0.0189968672193475","0.0716994991537007","0.465316962039319","0.379799552887373","0.552170983574649"
"United Kingdom","GBR","Women","1991","75-79","0.820710067948456","0.774177677866943","0.862138486274726","0.413227103735334","0.315143983013644","0.513711931177511","0.342788434131026","0.257879628856367","0.433434397694937","0.0436288477458102","0.0231616454202381","0.0732508887400884","0.442137700670993","0.365502616033581","0.520097580541681"
"United Kingdom","GBR","Women","1992","75-79","0.818326076236324","0.776770899368327","0.856337962581968","0.434658117976029","0.343796464262949","0.526231918909237","0.359005464836897","0.278833097636785","0.441815758501731","0.0480366297949783","0.0277958970415648","0.0763398472925629","0.419103808205934","0.349990373251108","0.488799324240576"
"United Kingdom","GBR","Women","1993","75-79","0.81528564948222","0.776928597204244","0.851155463066315","0.456343200432764","0.372674882589227","0.540779109094733","0.376199874383617","0.30040875320734","0.453132690919483","0.0535074795253075","0.0326833180692852","0.0820986074917102","0.396099229927034","0.334038102368153","0.45954167155551"
"United Kingdom","GBR","Women","1994","75-79","0.811496960182768","0.775043919355417","0.845657298496084","0.478196696250997","0.399963348199129","0.554276789272722","0.3943925989482","0.321540278825257","0.46604861002227","0.0603939753785432","0.0385773173877528","0.0895338911790543","0.373132710787646","0.316944727292525","0.430766602006084"
"United Kingdom","GBR","Women","1995","75-79","0.8070271347456","0.772434363030409","0.840691330480577","0.500274702692561","0.425332873012603","0.572200030220222","0.413636678373276","0.344979744128647","0.481597933965183","0.0689715881180512","0.0453580297357648","0.0993701988797451","0.350313797243916","0.298992954442428","0.403644699588217"
"United Kingdom","GBR","Women","1996","75-79","0.801944707235315","0.768476941554517","0.834454349481921","0.52224142151722","0.45219730752563","0.590335141498587","0.433336128420057","0.367787593202875","0.497992119899477","0.0791899714209409","0.0535748052603344","0.111638143027402","0.327813292777604","0.281065060963215","0.377508221577791"
"United Kingdom","GBR","Women","1997","75-79","0.79648279778053","0.763705251030427","0.828035206801228","0.543960089806356","0.477013763633692","0.610221435761451","0.453479297272551","0.39026580506847","0.515607107566614","0.091118887336035","0.0638065557090397","0.124329047149643","0.305722781206194","0.262346578959108","0.352034493189431"
"United Kingdom","GBR","Women","1998","75-79","0.790810874679648","0.759371909170259","0.821318366044247","0.565003948175177","0.500758573281394","0.629081502976102","0.473725149086615","0.412632727795303","0.532332776534715","0.104512783229101","0.0758345137504438","0.13927605409104","0.284220993823484","0.244033216349558","0.325948903465554"
"United Kingdom","GBR","Women","1999","75-79","0.785032950209586","0.753941441633023","0.81441994288967","0.585492290398414","0.523696461469918","0.646285980053683","0.493716162031295","0.436124694325326","0.550659481451627","0.119157487444692","0.088951511309375","0.154900148675588","0.263446502411134","0.227461701931318","0.302277711399067"
"United Kingdom","GBR","Women","2000","75-79","0.779073255859635","0.748830572791712","0.807200585372452","0.605809932817297","0.545898341929291","0.664052420670337","0.513870865921806","0.458101738767297","0.568798442348774","0.135348969084488","0.103134708144034","0.171837715782967","0.243334266361839","0.210192309307078","0.278528790898064"
"United Kingdom","GBR","Women","2001","75-79","0.772991469932527","0.743407372733506","0.800120806412754","0.625978691258041","0.568925670553176","0.681480616353758","0.534518738356969","0.480047592019116","0.587557503572042","0.153338666070979","0.119460786130817","0.190754530810898","0.223896635940682","0.192854127942209","0.256888354980441"
"United Kingdom","GBR","Women","2002","75-79","0.766872003871575","0.73737691857055","0.793587124580134","0.645486487236909","0.59034215590122","0.698847176968288","0.555351425587167","0.502651465965692","0.607571286590519","0.173084825483603","0.137855636223982","0.212694250970442","0.205516724145409","0.176498676034002","0.236010792520803"
"United Kingdom","GBR","Women","2003","75-79","0.760783343480922","0.731766062937942","0.787747671307253","0.663937368591457","0.611237166274232","0.714576554726983","0.576306116257987","0.524697364423133","0.627110089526783","0.19453889416194","0.157326640692797","0.235524431543526","0.188296756624341","0.161408011636532","0.21653851927276"
"United Kingdom","GBR","Women","2004","75-79","0.754780307469365","0.726108921591171","0.781952837525198","0.680995694254575","0.629570665805976","0.72954553216313","0.596504806207373","0.546080803673727","0.645646386199514","0.21723115368847","0.177774017460472","0.260121773116881","0.172462074995962","0.146976141737172","0.199051063691918"
"United Kingdom","GBR","Women","2005","75-79","0.749071616281304","0.720605187827236","0.776321046128163","0.696156497811884","0.646274515010328","0.743348936490844","0.615406734132805","0.565795598628174","0.662544882657235","0.240050055641594","0.198209248103868","0.284569897068712","0.15824079559348","0.134261007118993","0.183936501226676"
"United Kingdom","GBR","Women","2006","75-79","0.743858313271409","0.715324443583177","0.770900294821682","0.709410400265039","0.661418309159292","0.755457719889808","0.63223593812295","0.584968367288419","0.67917166102692","0.262135081269819","0.218586579986722","0.307042043370715","0.145718426902728","0.123307523665668","0.169585246820973"
"United Kingdom","GBR","Women","2007","75-79","0.738960724060662","0.711644567961571","0.765991723182281","0.720733364408514","0.674704546049762","0.765924373111912","0.646660777704883","0.600820633717477","0.692621744727627","0.282492351501189","0.237676441713498","0.327946512059442","0.134817307928051","0.113499426286339","0.157738522346944"
"United Kingdom","GBR","Women","2008","75-79","0.734254915040061","0.70646208463254","0.761776410052976","0.730415182535877","0.685437047596411","0.774371253451011","0.658674190528622","0.614752244596642","0.70353315075059","0.300735943578323","0.25517532972697","0.347674663855963","0.125356823889049","0.105428125049178","0.147661252921193"
"United Kingdom","GBR","Women","2009","75-79","0.729541859861999","0.701243485279575","0.756771977169418","0.738650508735929","0.694089103380767","0.781151907592432","0.668361604360383","0.62405872270138","0.71282763323291","0.316676654585078","0.270692340746427","0.3634249421714","0.11714584455699","0.0975831629990543","0.138671385749287"
"United Kingdom","GBR","Women","2010","75-79","0.724620750355186","0.695796307449061","0.751955266968986","0.745572684074324","0.700712353842226","0.787528929031467","0.676229475313742","0.631553610309275","0.719067380824035","0.330850224450327","0.283662184683102","0.379191097067147","0.11006244551165","0.0910813815304539","0.130779899747151"
"United Kingdom","GBR","Women","2011","75-79","0.719418779563939","0.690090773109582","0.74730296239879","0.750893741505562","0.706057645694196","0.791313644461609","0.682485318057998","0.638271504306539","0.725048201426088","0.343300511745041","0.294232969924552","0.393705747422651","0.103920023095618","0.0852232456781482","0.124470235857196"
"United Kingdom","GBR","Women","2012","75-79","0.713984873006091","0.684001459897692","0.743467624091206","0.754615535018329","0.710819230920548","0.79551463687045","0.687120530780032","0.642101542321207","0.730836821863163","0.354188834667205","0.304205098314195","0.406400113193564","0.0986190347618444","0.0799714313503873","0.119150766667837"
"United Kingdom","GBR","Women","2013","75-79","0.708417550336743","0.677148711473254","0.738262918440974","0.756849164158544","0.712551345420219","0.797818784750086","0.690143564511385","0.644477004797527","0.734982439227508","0.363410099633594","0.311559837278372","0.417309325488381","0.0941239144709141","0.0756097445981362","0.114885853854004"
"United Kingdom","GBR","Women","2014","75-79","0.702877591169334","0.670265859500781","0.734096138817219","0.757660742189408","0.712087133590778","0.799449009879049","0.691586371182364","0.644221661478969","0.737676743190712","0.370636924374763","0.316060341518549","0.42582899674986","0.0903886744131688","0.0719291710042406","0.111094952970597"
"United Kingdom","GBR","Women","2015","75-79","0.697522576642338","0.662495904567562","0.73036156418295","0.75725446343465","0.708946793082505","0.802205974341498","0.691741188660262","0.641820806443545","0.740837791355437","0.3759307896034","0.318735642209987","0.434220513834011","0.0873071642997376","0.0686316192568943","0.108850831072396"
"United Kingdom","GBR","Women","2016","75-79","0.692342935000948","0.65335072157713","0.728050879863403","0.756011314992465","0.704392537580486","0.802752928568052","0.69114233168299","0.636494245857505","0.742836686114729","0.37994988529434","0.31908539005215","0.443004621733017","0.0846510540853022","0.0650154814125878","0.107514083486062"
"United Kingdom","GBR","Women","2017","75-79","0.687229043208729","0.644459035982672","0.727559563434741","0.753633406061002","0.695922214857228","0.805248402583193","0.689330962852204","0.627878881691438","0.746825184757962","0.38234351386429","0.313060475768504","0.454310037079075","0.0823843777070088","0.0614297772261344","0.107430393613166"
"United Kingdom","GBR","Women","2018","75-79","0.682098582652831","0.632397077288401","0.728956016578319","0.750642400667329","0.685312942913531","0.810067424876033","0.687302400358707","0.618120524641438","0.751661818009579","0.38452963749522","0.303855365820524","0.46907529457381","0.0803941407823706","0.0572162260308592","0.108550294267915"
"United Kingdom","GBR","Women","2019","75-79","0.676833155616537","0.619035089737979","0.732651273876744","0.747476488746895","0.670269703366101","0.816696615937353","0.685003756500137","0.603287741033824","0.759696076244653","0.386864052906844","0.291757699775048","0.488740330017676","0.0785619325932118","0.0529286455927525","0.111145573142769"
"United States of America","USA","Women","1990","75-79","0.711519664650416","0.652015425351424","0.766467972177296","0.729328852437741","0.640275809611782","0.807691772540131","0.663785367412591","0.573205008733545","0.747162705236593","0.184346001888547","0.11859407415452","0.264856801906913","0.119668725575933","0.0836345728067608","0.162492710256111"
"United States of America","USA","Women","1991","75-79","0.714295385956555","0.661750034370798","0.76286632311442","0.733693272382885","0.653202459049014","0.804477073676512","0.673792874569539","0.592594961721677","0.747764624720187","0.191238391702468","0.130329911687265","0.260968745935436","0.115598023823575","0.0841089052270194","0.153900858490485"
"United States of America","USA","Women","1992","75-79","0.716993415408751","0.670358681604968","0.760803129641899","0.737715179707215","0.66537462136951","0.803940901438659","0.683626429385196","0.611905605072351","0.750106093388137","0.198610336488868","0.141044233705529","0.262625250946264","0.111715822220264","0.083556587468191","0.145895802658533"
